underlying,ts_signal,spot_symbol,expiry,action,strategy_type,legs_json,net_premium,max_loss,max_profit,breakevens,margin_est,dte,regime,regime_conf,align_mode,ltf_dir,htf_dir,dtf_dir,side,is_live,right,tradingsymbol,kite_symbol,strike,score,signal_strength,entry,sl,target,time_stop_min,spread_pct,bid,ask,mid,ltp,quote_ts,entry_model,iv,iv_pct,iv_samples,greeks_conf,delta,vega_1pct,theta_day,lot_size,greeks_max_lots,risk_lots,max_lots,pass_caps,sent_mult,mkt_bias,mkt_strength,mkt_risk_off,notes,reason,bos,bos_strength,htf_align,session
360ONE,None,NSE:360ONE,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":1120,""tradingsymbol"":""360ONE26FEB1120PE"",""instrument_token"":17543426,""bid"":27.8,""ask"":28.3,""mid"":28.05,""ltp"":28.05,""oi"":379000.0,""volume"":126000.0,""spread_pct"":0.017825311942959002,""price_used"":28.3,""tag"":""long"",""iv"":0.3223905381832123,""delta"":-0.6657351404290617,""gamma"":0.008661918556712006,""vega_1pct"":0.4744669259766128,""theta_day"":-1.36751852945736,""greeks_conf"":""high""}]",28.3,28.3,,,14150.0,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,True,PE,360ONE26FEB1120PE,NFO:360ONE26FEB1120PE,1120,-1.7323398471024387,1.7323398471024387,28.3,14.15,50.940000000000005,90,0.017825311942959002,27.8,28.3,28.05,28.05,,ask,0.3223905381832123,1.0,1,high,-0.6657351404290617,0.4744669259766128,-1.36751852945736,500,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=37.6 | ivp=1.00 | dte=5 | spr=0.018 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
KFINTECH,None,NSE:KFINTECH,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":1040,""tradingsymbol"":""KFINTECH26FEB1040CE"",""instrument_token"":28449282,""bid"":11.9,""ask"":12.15,""mid"":12.025,""ltp"":12.025,""oi"":331500.0,""volume"":301000.0,""spread_pct"":0.020790020790020788,""quote_ts"":""2026-02-19T12:32:14"",""price_used"":12.15,""tag"":""long"",""iv"":0.3202924551067352,""delta"":0.4274882383837912,""gamma"":0.010026496953488092,""vega_1pct"":0.4793097219983171,""theta_day"":-1.5688113090729023,""greeks_conf"":""high""}]",12.15,12.15,,,6075.0,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,KFINTECH26FEB1040CE,NFO:KFINTECH26FEB1040CE,1040,1.2125484229847183,1.2125484229847183,12.15,6.075,21.87,90,0.020790020790020788,11.9,12.15,12.025,12.025,2026-02-19T12:32:14,ask,0.3202924551067352,1.0,1,high,0.4274882383837912,0.4793097219983171,-1.5688113090729023,500,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=24.6 | ivp=1.00 | dte=5 | spr=0.021 | watch-mode single-leg,Trigger LONG when RSI closes >= 52 AND price closes above EMA_fast.,NONE,0.0,True,MID
KPITTECH,None,NSE:KPITTECH,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":860,""tradingsymbol"":""KPITTECH26FEB860PE"",""instrument_token"":32516866,""bid"":15.45,""ask"":15.8,""mid"":15.625,""ltp"":15.625,""oi"":178925.0,""volume"":265625.0,""spread_pct"":0.02240000000000009,""quote_ts"":""2026-02-19T12:32:23"",""price_used"":15.8,""tag"":""long"",""iv"":0.3691158019704819,""delta"":-0.5048349727033026,""gamma"":0.010631927497281982,""vega_1pct"":0.40549144348990834,""theta_day"":-1.3870230929799996,""greeks_conf"":""high""}]",15.8,15.8,,,6715.0,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,False,PE,KPITTECH26FEB860PE,NFO:KPITTECH26FEB860PE,860,-0.9438351114227884,0.9438351114227884,15.8,7.9,28.44,90,0.02240000000000009,15.45,15.8,15.625,15.625,2026-02-19T12:32:23,ask,0.3691158019704819,1.0,1,high,-0.5048349727033026,0.40549144348990834,-1.3870230929799996,425,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=10.3 | ivp=1.00 | dte=5 | spr=0.022 | watch-mode single-leg,Trend DOWN but ADX<18. Trigger SHORT when ADX>=18 AND RSI<=48.,NONE,0.0,True,MID
LAURUSLABS,None,NSE:LAURUSLABS,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":1040,""tradingsymbol"":""LAURUSLABS26FEB1040CE"",""instrument_token"":28764418,""bid"":11.15,""ask"":11.4,""mid"":11.275,""ltp"":11.275,""oi"":719100.0,""volume"":2009400.0,""spread_pct"":0.022172949002217293,""price_used"":11.4,""tag"":""long"",""iv"":0.24793243082141875,""delta"":0.4819964315875701,""gamma"":0.013080191275581623,""vega_1pct"":0.4897648703035945,""theta_day"":-1.2654660757219627,""greeks_conf"":""high""}]",11.4,11.4,,,9690.0,5,VOLATILE,1.0,hard,UP,UP,,LONG,True,CE,LAURUSLABS26FEB1040CE,NFO:LAURUSLABS26FEB1040CE,1040,1.6333748550505824,1.6333748550505824,11.4,5.7,20.52,90,0.022172949002217293,11.15,11.4,11.275,11.275,,ask,0.24793243082141875,1.0,1,high,0.4819964315875701,0.4897648703035945,-1.2654660757219627,850,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=32.3 | ivp=1.00 | dte=5 | spr=0.022 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
LICHSGFIN,None,NSE:LICHSGFIN,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":520,""tradingsymbol"":""LICHSGFIN26FEB520CE"",""instrument_token"":28849922,""bid"":9.25,""ask"":9.45,""mid"":9.35,""ltp"":9.35,""oi"":1729000.0,""volume"":895000.0,""spread_pct"":0.021390374331550728,""price_used"":9.45,""tag"":""long"",""iv"":0.2379808413200378,""delta"":0.6629465820251939,""gamma"":0.024645601529883893,""vega_1pct"":0.22737355748607657,""theta_day"":-0.5838512977805764,""greeks_conf"":""high""}]",9.45,9.45,,,9450.0,5,VOLATILE,1.0,hard,UP,UP,,LONG,True,CE,LICHSGFIN26FEB520CE,NFO:LICHSGFIN26FEB520CE,520,1.5151604854396834,1.5151604854396834,9.45,4.725,17.009999999999998,90,0.021390374331550728,9.25,9.45,9.35,9.35,,ask,0.2379808413200378,1.0,1,high,0.6629465820251939,0.22737355748607657,-0.5838512977805764,1000,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=26.0 | ivp=1.00 | dte=5 | spr=0.021 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
LT,None,NSE:LT,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":4300,""tradingsymbol"":""LT26FEB4300CE"",""instrument_token"":33626370,""bid"":24.85,""ask"":25.15,""mid"":25.0,""ltp"":25.0,""oi"":366450.0,""volume"":1056125.0,""spread_pct"":0.011999999999999886,""quote_ts"":""2026-02-19T12:32:54"",""price_used"":25.15,""tag"":""long"",""iv"":0.11651732839655876,""delta"":0.5203607938894134,""gamma"":0.006713859438578518,""vega_1pct"":2.0292013777555375,""theta_day"":-2.6712469399598753,""greeks_conf"":""high""}]",25.15,25.15,,,4401.25,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,LT26FEB4300CE,NFO:LT26FEB4300CE,4300,1.406074234180786,1.406074234180786,25.15,12.575,45.269999999999996,90,0.011999999999999886,24.85,25.15,25.0,25.0,2026-02-19T12:32:54,ask,0.11651732839655876,1.0,1,high,0.5203607938894134,2.0292013777555375,-2.6712469399598753,175,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=34.9 | ivp=1.00 | dte=5 | spr=0.012 | watch-mode single-leg,Trigger LONG when RSI closes >= 52 AND price closes above EMA_fast.,NONE,0.0,True,MID
LTF,None,NSE:LTF,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":280,""tradingsymbol"":""LTF26FEB280CE"",""instrument_token"":29321730,""bid"":18.55,""ask"":18.85,""mid"":18.700000000000003,""ltp"":18.700000000000003,""oi"":1226250.0,""volume"":245250.0,""spread_pct"":0.016042780748663138,""price_used"":18.85,""tag"":""long"",""iv"":0.263672822265625,""delta"":0.9812386139165097,""gamma"":0.004919711525513296,""vega_1pct"":0.016211720188214856,""theta_day"":-0.08677786854191624,""greeks_conf"":""high""}]",18.85,18.85,,,42412.5,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,LTF26FEB280CE,NFO:LTF26FEB280CE,280,0.9756052630387296,0.9756052630387296,18.85,9.425,33.93000000000001,90,0.016042780748663138,18.55,18.85,18.700000000000003,18.700000000000003,,ask,0.263672822265625,1.0,1,high,0.9812386139165097,0.016211720188214856,-0.08677786854191624,2250,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=12.0 | ivp=1.00 | dte=5 | spr=0.016 | fallback single-leg,Trend UP but ADX<18. Trigger LONG when ADX>=18 AND RSI>=52.,NONE,0.0,True,MID
LTIM,None,NSE:LTIM,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":5050,""tradingsymbol"":""LTIM26FEB5050PE"",""instrument_token"":33900546,""bid"":77.3,""ask"":78.85,""mid"":78.07499999999999,""ltp"":78.07499999999999,""oi"":21900.0,""volume"":67500.0,""spread_pct"":0.019852705731668235,""quote_ts"":""2026-02-19T12:32:58"",""price_used"":78.85,""tag"":""long"",""iv"":0.30029629287672044,""delta"":-0.5212627757875066,""gamma"":0.002224861708498922,""vega_1pct"":2.375375567337018,""theta_day"":-6.517902027473517,""greeks_conf"":""high""}]",78.85,78.85,,,11827.5,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,False,PE,LTIM26FEB5050PE,NFO:LTIM26FEB5050PE,5050,-1.0639665231529523,1.0639665231529523,78.85,39.425,141.93,90,0.019852705731668235,77.3,78.85,78.07499999999999,78.07499999999999,2026-02-19T12:32:58,ask,0.30029629287672044,1.0,1,high,-0.5212627757875066,2.375375567337018,-6.517902027473517,150,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=16.7 | ivp=1.00 | dte=5 | spr=0.020 | watch-mode single-leg,Trend DOWN but ADX<18. Trigger SHORT when ADX>=18 AND RSI<=48.,NONE,0.0,True,MID
M&M,None,NSE:M&M,2026-02-24,BEAR_PUT_SPREAD,BEAR_PUT_SPREAD,"[{""side"":""BUY"",""right"":""PE"",""strike"":3450,""tradingsymbol"":""M&M26FEB3450PE"",""instrument_token"":34200834,""bid"":38.15,""ask"":38.5,""mid"":38.325,""ltp"":38.325,""oi"":271800.0,""volume"":1169600.0,""spread_pct"":0.009132420091324237,""quote_ts"":""2026-02-19T12:33:00"",""price_used"":38.5,""tag"":""long"",""iv"":0.23190355295419696,""delta"":-0.499136971554074,""gamma"":0.004213807168824242,""vega_1pct"":1.6286810342959896,""theta_day"":-3.397310924310304,""greeks_conf"":""high""},{""side"":""SELL"",""right"":""PE"",""strike"":3350,""tradingsymbol"":""M&M26FEB3350PE"",""instrument_token"":34200322,""bid"":8.45,""ask"":8.65,""mid"":8.55,""ltp"":8.55,""oi"":231600.0,""volume"":413000.0,""spread_pct"":0.0233918128654972,""quote_ts"":""2026-02-19T12:32:43"",""price_used"":8.45,""tag"":""short"",""iv"":0.2488360370554924,""delta"":-0.15824018148885388,""gamma"":0.002377805338419727,""vega_1pct"":0.986151303016713,""theta_day"":-2.3039845667364665,""greeks_conf"":""high""}]",30.05,30.05,69.95,3419.95,6010.0,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,True,PE,M&M26FEB3450PE,NFO:M&M26FEB3450PE,3450,-1.6090435206185243,1.6090435206185243,38.5,15.025,86.01,90,0.009132420091324237,38.15,38.5,38.325,38.325,2026-02-19T12:33:00,ask,0.23190355295419696,1.0,1,high,-0.3408967900652201,0.6425297312792766,-1.0933263575738374,200,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=31.0 | ivp=1.00 | dte=5 | spr=0.009 | volatile -> direction via debit spread,LIVE signal,NONE,0.0,True,MID
MANAPPURAM,None,NSE:MANAPPURAM,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":300,""tradingsymbol"":""MANAPPURAM26FEB300CE"",""instrument_token"":29797634,""bid"":8.95,""ask"":9.2,""mid"":9.075,""ltp"":9.075,""oi"":2646000.0,""volume"":816000.0,""spread_pct"":0.027548209366391185,""price_used"":9.2,""tag"":""long"",""iv"":0.2843103303451538,""delta"":0.7808133050608645,""gamma"":0.02852701009066019,""vega_1pct"":0.10763698790456662,""theta_day"":-0.33665862563971904,""greeks_conf"":""high""}]",9.2,9.2,,,27599.999999999996,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,MANAPPURAM26FEB300CE,NFO:MANAPPURAM26FEB300CE,300,1.1241507046082482,1.1241507046082482,9.2,4.6,16.56,90,0.027548209366391185,8.95,9.2,9.075,9.075,,ask,0.2843103303451538,1.0,1,high,0.7808133050608645,0.10763698790456662,-0.33665862563971904,3000,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=19.9 | ivp=1.00 | dte=5 | spr=0.028 | fallback single-leg,Trigger LONG when RSI closes >= 52 AND price closes above EMA_fast.,NONE,0.0,True,MID
MARICO,None,NSE:MARICO,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":760,""tradingsymbol"":""MARICO26FEB760CE"",""instrument_token"":29888514,""bid"":22.15,""ask"":22.75,""mid"":22.45,""ltp"":22.45,""oi"":129600.0,""volume"":25200.0,""spread_pct"":0.02672605790645886,""price_used"":22.75,""tag"":""long"",""iv"":0.19876576127243042,""delta"":0.883259934540072,""gamma"":0.010670835420372478,""vega_1pct"":0.18146145144736892,""theta_day"":-0.46170178873093576,""greeks_conf"":""high""}]",22.75,22.75,,,27300.0,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,MARICO26FEB760CE,NFO:MARICO26FEB760CE,760,1.4549220500599258,1.4549220500599258,22.75,11.375,40.95,90,0.02672605790645886,22.15,22.75,22.45,22.45,,ask,0.19876576127243042,1.0,1,high,0.883259934540072,0.18146145144736892,-0.46170178873093576,1200,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=37.5 | ivp=1.00 | dte=5 | spr=0.027 | fallback single-leg,Trigger LONG when RSI closes >= 52 AND price closes above EMA_fast.,NONE,0.0,True,MID
MAXHEALTH,None,NSE:MAXHEALTH,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":1080,""tradingsymbol"":""MAXHEALTH26FEB1080CE"",""instrument_token"":30106370,""bid"":13.2,""ask"":13.45,""mid"":13.325,""ltp"":13.325,""oi"":214200.0,""volume"":325500.0,""spread_pct"":0.01876172607879925,""quote_ts"":""2026-02-19T12:33:03"",""price_used"":13.45,""tag"":""long"",""iv"":0.21765804570198066,""delta"":0.5643772984798949,""gamma"":0.014095913848268993,""vega_1pct"":0.5052935339840338,""theta_day"":-1.1717460568124074,""greeks_conf"":""high""}]",13.45,13.45,,,7061.25,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,MAXHEALTH26FEB1080CE,NFO:MAXHEALTH26FEB1080CE,1080,1.0676550146053327,1.0676550146053327,13.45,6.725,24.21,90,0.01876172607879925,13.2,13.45,13.325,13.325,2026-02-19T12:33:03,ask,0.21765804570198066,1.0,1,high,0.5643772984798949,0.5052935339840338,-1.1717460568124074,525,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=16.9 | ivp=1.00 | dte=5 | spr=0.019 | watch-mode single-leg,Trend UP but ADX<18. Trigger LONG when ADX>=18 AND RSI>=52.,NONE,0.0,True,MID
MIDCPNIFTY,None,NSE:NIFTY MID SELECT,2026-02-24,BEAR_PUT_SPREAD,BEAR_PUT_SPREAD,"[{""side"":""BUY"",""right"":""PE"",""strike"":13575,""tradingsymbol"":""MIDCPNIFTY26FEB13575PE"",""instrument_token"":16202754,""bid"":116.6,""ask"":117.65,""mid"":117.125,""ltp"":117.125,""oi"":49080.0,""volume"":466920.0,""spread_pct"":0.008964781216648976,""quote_ts"":""2026-02-19T12:33:10"",""price_used"":117.65,""tag"":""long"",""iv"":0.19443488864922526,""delta"":-0.4756694727434275,""gamma"":0.0012730653049504949,""vega_1pct"":6.405866673241921,""theta_day"":-11.075650298549387,""greeks_conf"":""high""},{""side"":""SELL"",""right"":""PE"",""strike"":13525,""tradingsymbol"":""MIDCPNIFTY26FEB13525PE"",""instrument_token"":16200706,""bid"":94.6,""ask"":95.25,""mid"":94.925,""ltp"":94.925,""oi"":41760.0,""volume"":402480.0,""spread_pct"":0.006847511193047203,""quote_ts"":""2026-02-19T12:33:10"",""price_used"":94.6,""tag"":""short"",""iv"":0.19512809052932265,""delta"":-0.41273431907207236,""gamma"":0.0012403789694794838,""vega_1pct"":6.26364601632465,""theta_day"":-10.992262620090374,""greeks_conf"":""high""}]",23.05000000000001,23.05000000000001,26.94999999999999,13551.95,2766.0000000000014,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,True,PE,MIDCPNIFTY26FEB13575PE,NFO:MIDCPNIFTY26FEB13575PE,13575,-1.5841361242500342,1.5841361242500342,117.65,11.525000000000006,44.61,90,0.008964781216648976,116.6,117.65,117.125,117.125,2026-02-19T12:33:10,ask,0.19443488864922526,1.0,1,high,-0.06293515367135516,0.1422206569172717,-0.08338767845901351,120,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=29.7 | ivp=1.00 | dte=5 | spr=0.009 | volatile -> direction via debit spread,LIVE signal,NONE,0.0,True,MID
MPHASIS,None,NSE:MPHASIS,2026-02-24,BEAR_PUT_SPREAD,BEAR_PUT_SPREAD,"[{""side"":""BUY"",""right"":""PE"",""strike"":2400,""tradingsymbol"":""MPHASIS26FEB2400PE"",""instrument_token"":30462722,""bid"":36.15,""ask"":37.05,""mid"":36.599999999999994,""ltp"":36.599999999999994,""oi"":166375.0,""volume"":217800.0,""spread_pct"":0.024590163934426194,""quote_ts"":""2026-02-19T12:32:34"",""price_used"":37.05,""tag"":""long"",""iv"":0.3295180601799487,""delta"":-0.48573964462630825,""gamma"":0.004256242972201736,""vega_1pct"":1.133337731498419,""theta_day"":-3.4474393393031657,""greeks_conf"":""high""},{""side"":""SELL"",""right"":""PE"",""strike"":2300,""tradingsymbol"":""MPHASIS26FEB2300PE"",""instrument_token"":30460930,""bid"":8.3,""ask"":8.55,""mid"":8.425,""ltp"":8.425,""oi"":130350.0,""volume"":97075.0,""spread_pct"":0.029673590504451036,""quote_ts"":""2026-02-19T12:32:34"",""price_used"":8.3,""tag"":""short"",""iv"":0.3642329904470444,""delta"":-0.153255715887733,""gamma"":0.0022842533160883543,""vega_1pct"":0.672321897895237,""theta_day"":-2.328294865297069,""greeks_conf"":""high""}]",28.749999999999996,28.749999999999996,71.25,2371.25,7906.249999999999,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,True,PE,MPHASIS26FEB2400PE,NFO:MPHASIS26FEB2400PE,2400,-1.4175906574145654,1.4175906574145654,37.05,14.374999999999998,85.75,90,0.024590163934426194,36.15,37.05,36.599999999999994,36.599999999999994,2026-02-19T12:32:34,ask,0.3295180601799487,1.0,1,high,-0.33248392873857524,0.461015833603182,-1.1191444740060965,275,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=20.8 | ivp=1.00 | dte=5 | spr=0.025 | volatile -> direction via debit spread,LIVE signal,NONE,0.0,True,MID
MUTHOOTFIN,None,NSE:MUTHOOTFIN,2026-02-24,BEAR_PUT_SPREAD,BEAR_PUT_SPREAD,"[{""side"":""BUY"",""right"":""PE"",""strike"":3450,""tradingsymbol"":""MUTHOOTFIN26FEB3450PE"",""instrument_token"":36075522,""bid"":53.95,""ask"":54.55,""mid"":54.25,""ltp"":54.25,""oi"":190300.0,""volume"":369050.0,""spread_pct"":0.011059907834101278,""quote_ts"":""2026-02-19T12:33:13"",""price_used"":54.55,""tag"":""long"",""iv"":0.29982303209185607,""delta"":-0.5274707595696879,""gamma"":0.0032605578105331596,""vega_1pct"":1.6203198056730983,""theta_day"":-4.434786155664011,""greeks_conf"":""high""},{""side"":""SELL"",""right"":""PE"",""strike"":3350,""tradingsymbol"":""MUTHOOTFIN26FEB3350PE"",""instrument_token"":36075010,""bid"":18.35,""ask"":18.55,""mid"":18.450000000000003,""ltp"":18.450000000000003,""oi"":115225.0,""volume"":284350.0,""spread_pct"":0.010840108401083971,""quote_ts"":""2026-02-19T12:33:07"",""price_used"":18.35,""tag"":""short"",""iv"":0.31932447586917867,""delta"":-0.23728587874340823,""gamma"":0.002376435871190601,""vega_1pct"":1.257772662294489,""theta_day"":-3.783052308227791,""greeks_conf"":""high""}]",36.199999999999996,36.199999999999996,63.800000000000004,3413.80,9954.999999999998,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,True,PE,MUTHOOTFIN26FEB3450PE,NFO:MUTHOOTFIN26FEB3450PE,3450,-1.4164085184387034,1.4164085184387034,54.55,18.099999999999998,87.24000000000001,90,0.011059907834101278,53.95,54.55,54.25,54.25,2026-02-19T12:33:13,ask,0.29982303209185607,1.0,1,high,-0.2901848808262797,0.3625471433786094,-0.6517338474362204,275,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=20.8 | ivp=1.00 | dte=5 | spr=0.011 | volatile -> direction via debit spread,LIVE signal,NONE,0.0,True,MID
NATIONALUM,None,NSE:NATIONALUM,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":350,""tradingsymbol"":""NATIONALUM26FEB350PE"",""instrument_token"":9549826,""bid"":9.1,""ask"":9.2,""mid"":9.149999999999999,""ltp"":9.149999999999999,""oi"":1837500.0,""volume"":1346250.0,""spread_pct"":0.010928961748633843,""price_used"":9.2,""tag"":""long"",""iv"":0.3171930141983032,""delta"":-0.6874627172503183,""gamma"":0.02746034715843718,""vega_1pct"":0.14390676567664612,""theta_day"":-0.40524774751640713,""greeks_conf"":""high""}]",9.2,9.2,,,34500.0,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,False,PE,NATIONALUM26FEB350PE,NFO:NATIONALUM26FEB350PE,350,-1.0600048415119459,1.0600048415119459,9.2,4.6,16.56,90,0.010928961748633843,9.1,9.2,9.149999999999999,9.149999999999999,,ask,0.3171930141983032,1.0,1,high,-0.6874627172503183,0.14390676567664612,-0.40524774751640713,3750,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=16.5 | ivp=1.00 | dte=5 | spr=0.011 | fallback single-leg,Trend DOWN but ADX<18. Trigger SHORT when ADX>=18 AND RSI<=48.,NONE,0.0,True,MID
NAUKRI,None,NSE:NAUKRI,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":1120,""tradingsymbol"":""NAUKRI26FEB1120PE"",""instrument_token"":30690562,""bid"":21.5,""ask"":22.0,""mid"":21.75,""ltp"":21.75,""oi"":152250.0,""volume"":199500.0,""spread_pct"":0.022988505747126436,""quote_ts"":""2026-02-19T12:32:37"",""price_used"":22.0,""tag"":""long"",""iv"":0.3339514527716636,""delta"":-0.5620001274560558,""gamma"":0.008964033776558165,""vega_1pct"":0.5188700445433037,""theta_day"":-1.5850170293916273,""greeks_conf"":""high""}]",22.0,22.0,,,8250.0,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,False,PE,NAUKRI26FEB1120PE,NFO:NAUKRI26FEB1120PE,1120,-1.01325022964844,1.01325022964844,22.0,11.0,39.6,90,0.022988505747126436,21.5,22.0,21.75,21.75,2026-02-19T12:32:37,ask,0.3339514527716636,1.0,1,high,-0.5620001274560558,0.5188700445433037,-1.5850170293916273,375,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=14.0 | ivp=1.00 | dte=5 | spr=0.023 | watch-mode single-leg,Trend DOWN but ADX<18. Trigger SHORT when ADX>=18 AND RSI<=48.,NONE,0.0,True,MID
NBCC,None,NSE:NBCC,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":105,""tradingsymbol"":""NBCC26FEB105PE"",""instrument_token"":36422146,""bid"":9.2,""ask"":9.38,""mid"":9.29,""ltp"":9.29,""oi"":929500.0,""volume"":52000.0,""spread_pct"":0.019375672766415664,""price_used"":9.38,""tag"":""long"",""iv"":0.6076821528778077,""delta"":-0.8843602625548703,""gamma"":0.02819627089272989,""vega_1pct"":0.022162497192496123,""theta_day"":-0.11596804247206688,""greeks_conf"":""high""}]",9.38,9.38,,,60970.00000000001,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,True,PE,NBCC26FEB105PE,NFO:NBCC26FEB105PE,105,-1.477777427675092,1.477777427675092,9.38,4.69,16.884,90,0.019375672766415664,9.2,9.38,9.29,9.29,,ask,0.6076821528778077,1.0,1,high,-0.8843602625548703,0.022162497192496123,-0.11596804247206688,6500,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=24.0 | ivp=1.00 | dte=5 | spr=0.019 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
OBEROIRLTY,None,NSE:OBEROIRLTY,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":1520,""tradingsymbol"":""OBEROIRLTY26FEB1520PE"",""instrument_token"":31490306,""bid"":20.9,""ask"":21.35,""mid"":21.125,""ltp"":21.125,""oi"":99750.0,""volume"":163800.0,""spread_pct"":0.02130177514792913,""price_used"":21.35,""tag"":""long"",""iv"":0.2612695634689331,""delta"":-0.5330617905325064,""gamma"":0.008483447094391064,""vega_1pct"":0.7131310674356987,""theta_day"":-1.682448077527,""greeks_conf"":""high""}]",21.35,21.35,,,7472.500000000001,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,True,PE,OBEROIRLTY26FEB1520PE,NFO:OBEROIRLTY26FEB1520PE,1520,-1.533065930582976,1.533065930582976,21.35,10.675,38.43000000000001,90,0.02130177514792913,20.9,21.35,21.125,21.125,,ask,0.2612695634689331,1.0,1,high,-0.5330617905325064,0.7131310674356987,-1.682448077527,350,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=27.0 | ivp=1.00 | dte=5 | spr=0.021 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
OFSS,None,NSE:OFSS,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":6700,""tradingsymbol"":""OFSS26FEB6700PE"",""instrument_token"":37331970,""bid"":98.8,""ask"":100.65,""mid"":99.725,""ltp"":99.725,""oi"":34200.0,""volume"":98025.0,""spread_pct"":0.018551015292053233,""quote_ts"":""2026-02-19T12:32:47"",""price_used"":100.65,""tag"":""long"",""iv"":0.3254434874780178,""delta"":-0.4820579215071482,""gamma"":0.001542610675149316,""vega_1pct"":3.1638011976570484,""theta_day"":-9.502553027181161,""greeks_conf"":""high""}]",100.65,100.65,,,7548.75,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,False,PE,OFSS26FEB6700PE,NFO:OFSS26FEB6700PE,6700,-1.037391487018074,1.037391487018074,100.65,50.325,181.17000000000002,90,0.018551015292053233,98.8,100.65,99.725,99.725,2026-02-19T12:32:47,ask,0.3254434874780178,1.0,1,high,-0.4820579215071482,3.1638011976570484,-9.502553027181161,75,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=15.3 | ivp=1.00 | dte=5 | spr=0.019 | watch-mode single-leg,Trend DOWN but ADX<18. Trigger SHORT when ADX>=18 AND RSI<=48.,NONE,0.0,True,MID
